company,city,state,source,source_id,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,pitch_angle
"Benchmark Imaging Group","Strongsville","OH","osm_industrial","osm-715896903","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"S S Kemp & Co","Cleveland","OH","osm_industrial","osm-716706033","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon Dcl!","Cleveland","OH","osm_industrial","osm-854075709","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon Dcm3","Cleveland","OH","osm_industrial","osm-854076559","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Cleveland","OH","osm_industrial","osm-870618287","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Warehouse 22","Cleveland","OH","osm_industrial","osm-1011021048","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Deufol North America","Cleveland","OH","osm_industrial","osm-1042098005","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Nor-Am Cold Storage","Cleveland","OH","osm_industrial","osm-1083906870","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Playaway Products Llc","Solon","OH","osm_industrial","osm-1137485280","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Berardi'S Fresh Roast","North Royalton","OH","osm_industrial","osm-1209493555","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon Dcl9","Brooklyn","OH","osm_industrial","osm-1302943523","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Victory Packaging","Brook Park","OH","osm_industrial","osm-1382205706","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"J C Penney Catalog Outlet Store","Columbus","OH","osm_industrial","osm-39623475","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Superior Beverage Group","Lewis Center","OH","osm_industrial","osm-42606325","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Volvo Parts North America","Columbus","OH","osm_industrial","osm-42606353","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Insight Lewis Center","Columbus","OH","osm_industrial","osm-42606363","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Dcm7 Amazon","Columbus","OH","osm_industrial","osm-73151929","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Air Cargo Terminal 4","Columbus","OH","osm_industrial","osm-169459455","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Fedex","Columbus","OH","osm_industrial","osm-169459466","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Air Cargo Terminal 3","Columbus","OH","osm_industrial","osm-169459468","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Air Cargo Terminal 1","Columbus","OH","osm_industrial","osm-169472753","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Forward Air","Columbus","OH","osm_industrial","osm-169472758","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Air Cargo Terminal 2","Columbus","OH","osm_industrial","osm-169472759","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Genco Petsmart","Columbus","OH","osm_industrial","osm-169659315","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"World Distribution Services","Columbus","OH","osm_industrial","osm-169659328","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Huckberry","Columbus","OH","osm_industrial","osm-169659334","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"American Health Packaging","Columbus","OH","osm_industrial","osm-169660308","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"American Standard","Columbus","OH","osm_industrial","osm-169660310","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Dorcy","Columbus","OH","osm_industrial","osm-169660312","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Kraft Foods","Columbus","OH","osm_industrial","osm-169660313","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Ceva Logistics","Columbus","OH","osm_industrial","osm-169660316","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Dhl","Columbus","OH","osm_industrial","osm-169660680","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Springs Global","Groveport","OH","osm_industrial","osm-169666505","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Hd Supply Facilities Maintenance","Groveport","OH","osm_industrial","osm-169666509","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Db Schenker","Columbus","OH","osm_industrial","osm-169666511","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Cardinal Health","Groveport","OH","osm_industrial","osm-169666512","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Radial Corporation","Columbus","OH","osm_industrial","osm-169666513","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Bell Inc","Groveport","OH","osm_industrial","osm-169666514","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Specialized Bicycle Components","Groveport","OH","osm_industrial","osm-169666979","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Growth Innovation Digital","Groveport","OH","osm_industrial","osm-169666980","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Adecco Staffing","Groveport","OH","osm_industrial","osm-169666981","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Schwarz Supply","Groveport","OH","osm_industrial","osm-169666982","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Franklin International","Groveport","OH","osm_industrial","osm-169666984","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Yokohama Tire","Groveport","OH","osm_industrial","osm-169666986","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Cmh Air Cargo Facility","Columbus","OH","osm_industrial","osm-170754547","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Cmh Air Cargo Facility","Columbus","OH","osm_industrial","osm-170754556","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Pilkington In North America","Columbus","OH","osm_industrial","osm-234393641","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Palmer-Donavin","Columbus","OH","osm_industrial","osm-234393644","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Simply Self Storage","Columbus","OH","osm_industrial","osm-359819794","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Simply Self-Storage","Columbus","OH","osm_industrial","osm-359819795","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Simply Self Storage","Columbus","OH","osm_industrial","osm-359819797","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Simply Self Storage","Columbus","OH","osm_industrial","osm-359819798","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Cooke Rd Simply Self Storage","Columbus","OH","osm_industrial","osm-359819800","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Coty/Excel (Dhl)","Pataskala","OH","osm_industrial","osm-376477757","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Ascena Retail Group","Pataskala","OH","osm_industrial","osm-376477760","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Nobetterdeal.Com","Pataskala","OH","osm_industrial","osm-376477763","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Speed Commerce","Pataskala","OH","osm_industrial","osm-376477764","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Speed Commerce","Pataskala","OH","osm_industrial","osm-376477887","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Jmac / The Chiller, Llc","Dublin","OH","osm_industrial","osm-452588363","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Lifeline Mobile","Columbus","OH","osm_industrial","osm-454303511","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Central Aluminum Company","Columbus","OH","osm_industrial","osm-454303514","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Huttig Building Products","Columbus","OH","osm_industrial","osm-454303523","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Prologis","Columbus","OH","osm_industrial","osm-466704545","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Rogue Fitness","Columbus","OH","osm_industrial","osm-504905169","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Orlando Baking Company","Columbus","OH","osm_industrial","osm-553689173","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Tnt Equipment Company","Columbus","OH","osm_industrial","osm-553689175","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Jacobi Carbons, Inc.","Columbus","OH","osm_industrial","osm-553689190","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Ferguson Plumbing Supply","Columbus","OH","osm_industrial","osm-553689196","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"D+S Distribution Inc.","Columbus","OH","osm_industrial","osm-553689199","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
